,movie,chapter,character,dialog,gender,releaseYear
5590,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,harry potter,You mean they're gonna kill him?,male,2004
5591,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,hermione granger,"No. It's worse. Much worse. They're going to suck out his soul. Headmaster, you've got to stop them. They've got the wrong man.",female,2004
5592,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,harry potter,It's true. Sirius is innocent.,male,2004
5593,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,ron weasley,It's Scabbers who did it.,male,2004
5594,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,albus dumbledore,Scabbers?,male,2004
5595,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,ron weasley,"He's my rat, sir. He's not really a rat. He was a rat. He was my brother Percy's rat. But then they gave him an owl...",male,2004
5596,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,hermione granger,"The point is, we know the truth. Please believe us.",female,2004
5597,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,albus dumbledore,"I do, Miss Granger. But the word of three 13-year-old wizards will convince few others. A child's voice, however honest and true... is meaningless to those who have forgotten how to listen. Mysterious thing, time. Powerful... and when meddled with, dangerous. Sirius Black is in the topmost cell of the Dark Tower. You know the laws, Miss Granger. You must not be seen. And you would do well, I feel, to return before this last chime. If not, the consequences are too ghastly to discuss. If you succeed tonight... more than one innocent life may be spared. Three turns should do it, I think. Oh, and by the way. When in doubt, I find retracing my steps to be a wise place to begin. Good luck.",male,2004
5598,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,ron weasley,What the bloody hell was that all about?,male,2004
5599,Harry Potter and the Prisoner of Azkaban,Hermione's Secret,hermione granger,"Sorry, Ron, but seeing as you can't walk...",female,2004
5600,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,What just happened? Where's Ron?,male,2004
5601,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,7:30. Where were we at 7:30?,female,2004
5602,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,I don't know. Going to Hagrid's?,male,2004
5603,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,Come on. And we can't be seen.,female,2004
5604,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,"Hermione! Hermione! Hermione, wait. Hermione, will you please tell me what it is we're doing?",male,2004
5605,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,"You foul, loathsome, evil little cockroach!",female,2004
5606,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,That's us.,male,2004
5607,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,ron weasley,"Hermione, no! He's not worth it.",male,2004
5608,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,This is not normal.,male,2004
5609,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,"This is a Time-Turner, Harry. McGonagall gave it to me first term. This is how I've been getting to my lessons all year.",female,2004
5610,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,You mean we've gone back in time?,male,2004
5611,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,"Yes. Dumbledore obviously wanted us to return to this moment. Clearly, something happened he wants us to change.",female,2004
5612,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,Good punch.,male,2004
5613,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,Thanks. Malfoy's coming.,female,2004
5614,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,vincent crabbe,Run.,male,2004
5615,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,draco malfoy,"Not a word to anyone, understood? I'm gonna get that jumped-up mudblood! Mark my words.",male,2004
5616,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,hermione granger,That felt good.,female,2004
5617,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,ron weasley,"Not good, brilliant.",male,2004
5618,Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,harry potter,Come on. We should be at Hagrid's.,male,2004
5619,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Look. Buckbeak's still alive.,male,2004
5620,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Of course. Remember what Dumbledore said? If we succeed, more than one innocent life could be spared. Let's go.",female,2004
5621,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Here they come. I'd better hurry.,male,2004
5622,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Fudge has to see Buckbeak before we steal him. Otherwise, he'll think Hagrid set him free.",female,2004
5623,Harry Potter and the Prisoner of Azkaban,Saving Lives,ron weasley,"Scabbers, you're alive!",male,2004
5624,Harry Potter and the Prisoner of Azkaban,Saving Lives,rubeus hagrid,"Keep a closer eye on your pet, Ron.",male,2004
5625,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,That's Pettigrew.,male,2004
5626,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Harry, you can't.",female,2004
5627,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,He betrayed my parents. You don't expect me to sit here.,male,2004
5628,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Yes, and you must! Harry, you're in Hagrid's hut now. If you just go bursting in, you'll think you've gone mad. Awful things happen to wizards who meddle with time. We can't be seen.",female,2004
5629,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,Fudge is coming. And we aren't leaving? Why aren't we leaving?,female,2004
5630,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Are you mad?,male,2004
5631,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Ow!,male,2004
5632,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Ow! That hurt!,male,2004
5633,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,Sorry. We're coming out the back door. Go!,female,2004
5634,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,Is that really what my hair looks like from the back?,female,2004
5635,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,What?,male,2004
5636,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,I thought I just saw... Never mind.,female,2004
5637,Harry Potter and the Prisoner of Azkaban,Saving Lives,ron weasley,Let's go.,male,2004
5638,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Okay, go, Harry. Go!",female,2004
5639,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,Get away. Get off.,male,2004
5640,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,"Minister, I really think I should sign as well.",male,2004
5641,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"Yes, very well. Perhaps it would be...",male,2004
5642,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Okay, Buckbeak. Come quickly. Come with us now. Come on.",female,2004
5643,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,Keep trying. Come on. Quickly. Buckbeak. Okay? Quickly. Hurry up. Okay?,female,2004
5644,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,Your name only.,male,2004
5645,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,It's such a very long name...,male,2004
5646,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Hurry up now, Buckbeak, okay? Come on. Come on, Buckbeak. Come and get the nice dead ferret. Come on. It's here. Come on, Beaky.",female,2004
5647,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,"Here we are, minister. Follow me. Now, look there.",male,2004
5648,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,Where?,male,2004
5649,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,Look beyond the rocks.,male,2004
5650,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,What am I supposed to see?,male,2004
5651,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,Professor Dippet had that ling planted when he was headmaster.,male,2004
5652,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"Oh, yes. Indeed, indeed.",male,2004
5653,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,"And all the strawberries, you see?.",male,2004
5654,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,"Come on, Buckbeak. Come on.",female,2004
5655,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,I see no strawberries.,male,2004
5656,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,Over there.,male,2004
5657,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,Where?,male,2004
5658,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,Over there.,male,2004
5659,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,This way.,male,2004
5660,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"Let's get this over, please.",male,2004
5661,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,All right.,male,2004
5662,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"But where is it? I saw the beast, just now. Not a moment ago!",male,2004
5663,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,How extraordinary.,male,2004
5664,Harry Potter and the Prisoner of Azkaban,Saving Lives,rubeus hagrid,Buckbeak.,male,2004
5665,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"Come now, Dumbledore. Someone's obviously released him.",male,2004
5666,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,Hagrid?,male,2004
5667,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,Buckbeak.,female,2004
5668,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,I don't think the minister's suggesting you had anything to do with this. How could you? You've been with us all the time.,male,2004
5669,Harry Potter and the Prisoner of Azkaban,Saving Lives,cornelius fudge,"Right. Well, well. We must search the grounds.",male,2004
5670,Harry Potter and the Prisoner of Azkaban,Saving Lives,albus dumbledore,"Well, search the skies, if you must, minister. Meanwhile, I'd like a nice cup of tea or a large brandy. Oh, executioner, your services are no longer required. Thank you.",male,2004
5671,Harry Potter and the Prisoner of Azkaban,Saving Lives,rubeus hagrid,"You'll find no small glasses in this house, professor.",male,2004
5672,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,"Come on. This way. This way, now. Now what?",male,2004
5673,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,We save Sirius.,female,2004
5674,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,How?,male,2004
5675,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,No idea. Look. It's Lupin.,female,2004
5676,Harry Potter and the Prisoner of Azkaban,Saving Lives,remus lupin,Immobulus!,male,2004
5677,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,And Snape's coming.,female,2004
5678,Harry Potter and the Prisoner of Azkaban,Saving Lives,harry potter,And now we wait.,male,2004
5679,Harry Potter and the Prisoner of Azkaban,Saving Lives,hermione granger,And now we wait.,female,2004
5680,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,At least someone's enjoying himself.,female,2004
5681,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Yeah. Hermione?,male,2004
5682,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,Yeah?,female,2004
5683,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,"Before, down by the lake, when I was with Sirius... I did see someone. That someone made the dementors go away.",male,2004
5684,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,With a Patronus. I heard Snape telling Dumbledore. According to him... only a really powerful wizard could have conjured it.,female,2004
5685,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,It was my dad. My dad conjured the Patronus.,male,2004
5686,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,"Harry, but your dad's... Dead. I know. I'm just telling you what I saw.",female,2004
5687,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,Here we come.,female,2004
5688,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,You see Sirius talking to me there? He's asking me to come live with him.,male,2004
5689,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,That's great.,female,2004
5690,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,"When we free him, I'll never have to go back to the Dursleys'. It'll just be me and him. We could live in the country... someplace you can see the sky. I think he'll like that after all those years in Azkaban.",male,2004
5691,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,Harry! Run!,female,2004
5692,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Let's go! What are you doing?,male,2004
5693,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,Saving your life!,female,2004
5694,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Thanks. Great! Now he's coming for us.,male,2004
5695,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,"Yeah, I didn't think about that. Run!",female,2004
5696,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,That was so scary.,female,2004
5697,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Poor Professor Lupin's having a really tough night. Sirius! Come on!,male,2004
5698,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,This is horrible.,female,2004
5699,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Don't worry. My dad will come. He'll conjure the Patronus. Any minute now! Right there! You'll see!,male,2004
5700,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,"Harry, listen to me. No one's coming.",female,2004
5701,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,"Don't worry, he will! He will come! Sirius.",male,2004
5702,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,You're dying... both of you. Harry!,female,2004
5703,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,Expecto Patronum!,male,2004
5704,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,"You were right, Hermione. It wasn't my dad I saw earlier. It was me! I saw myself conjuring the Patronus before. I knew I could do it this time because... well, I had already done it. Does that make sense?",male,2004
5705,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,No.,female,2004
5706,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,But I don't like flying...!,female,2004
5707,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,Bombarda!,female,2004
5708,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",sirius black,I'll be forever grateful for this... to both of you.,male,2004
5709,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,I want to go with you.,male,2004
5710,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",sirius black,"One day, perhaps. For some time, my life will be too unpredictable. And besides... you're meant to be here.",male,2004
5711,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,But you're innocent.,male,2004
5712,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",sirius black,"And you know it. And for now, that will do. I expect you're tired of hearing this... but you look so like your father. Except your eyes. You have...",male,2004
5713,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",harry potter,My mother's eyes.,male,2004
5714,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",sirius black,"It's cruel that I spent so much time with James and Lily, and you so little. But know this: The ones that love us never really leave us. And you can always find them... in here. You really are the brightest witch of your age.",male,2004
5715,Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",hermione granger,We have to go.,female,2004
5716,Harry Potter and the Prisoner of Azkaban,Two Places at Once,albus dumbledore,Well?,male,2004
5717,Harry Potter and the Prisoner of Azkaban,Two Places at Once,harry potter,He's free. We did it.,male,2004
5718,Harry Potter and the Prisoner of Azkaban,Two Places at Once,albus dumbledore,Did what? Good night.,male,2004
5719,Harry Potter and the Prisoner of Azkaban,Two Places at Once,ron weasley,How did you get there? I was talking to you there. And now you're there.,male,2004
5720,Harry Potter and the Prisoner of Azkaban,Two Places at Once,hermione granger,"What's he talking about, Harry?",female,2004
5721,Harry Potter and the Prisoner of Azkaban,Mischief Managed,harry potter,"I don't know. Honestly, Ron. How can somebody be in two places at once?",male,2004
5722,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"Hello, Harry. I saw you coming. I've looked worse, believe me.",male,2004
5723,Harry Potter and the Prisoner of Azkaban,Mischief Managed,harry potter,You've been sacked.,male,2004
5724,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"No. No. I resigned, actually.",male,2004
5725,Harry Potter and the Prisoner of Azkaban,Mischief Managed,harry potter,Resigned? Why?,male,2004
5726,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"Well, it seems that somebody let slip the nature of my condition. This time tomorrow, the owls will start arriving and parents will not want... well, someone like me teaching their children.",male,2004
5727,Harry Potter and the Prisoner of Azkaban,Mischief Managed,harry potter,But Dumbledore...,male,2004
5728,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"Dumbledore has already... risked enough on my behalf. Besides, people like me are... Well, let's just say that I'm used to it by now.",male,2004
5729,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"Why do you look so miserable, Harry?",male,2004
5730,Harry Potter and the Prisoner of Azkaban,Mischief Managed,harry potter,None of it made any difference. Pettigrew escaped.,male,2004
5731,Harry Potter and the Prisoner of Azkaban,Mischief Managed,remus lupin,"Didn't make any difference? Harry it made all the difference in the world. You have uncovered the truth. You saved an innocent man from a terrible fate. It made a great deal of difference. If I am proud of anything... it is of how much you have learned this year. Now, since I am no longer your teacher... I feel no guilt whatsoever about giving this back to you. So now I'll say goodbye, Harry. I feel sure we'll meet again sometime. Until then... mischief managed.",male,2004
5732,Harry Potter and the Prisoner of Azkaban,The Firebolt,ron weasley,"Stand back, I said! Or I'll take it upstairs if you don't settle.",male,2004
5733,Harry Potter and the Prisoner of Azkaban,The Firebolt,neville longbottom,Harry. Wherever did you get it?,male,2004
5734,Harry Potter and the Prisoner of Azkaban,The Firebolt,seamus finnigan,"Can I have a go, Harry? After you, of course.",male,2004
5735,Harry Potter and the Prisoner of Azkaban,The Firebolt,harry potter,What are you talking about?,male,2004
5736,Harry Potter and the Prisoner of Azkaban,The Firebolt,ron weasley,"Quiet. Let the man through. I didn't mean to open it, Harry. It was badly wrapped. They made me do it.",male,2004
5737,Harry Potter and the Prisoner of Azkaban,The Firebolt,fred weasley,Did not.,male,2004
5738,Harry Potter and the Prisoner of Azkaban,The Firebolt,george weasley,Did not.,male,2004
5739,Harry Potter and the Prisoner of Azkaban,The Firebolt,students,It's a Firebolt. It's the fastest broom in the world.,mixed/unknown,2004
5740,Harry Potter and the Prisoner of Azkaban,The Firebolt,harry potter,For me? But who sent it?,male,2004
5741,Harry Potter and the Prisoner of Azkaban,The Firebolt,ron weasley,No one knows.,male,2004
5742,Harry Potter and the Prisoner of Azkaban,The Firebolt,hermione granger,This came with it.,female,2004
5743,Harry Potter and the Prisoner of Azkaban,The Firebolt,neville longbottom,"Go on, Harry!",male,2004
5744,Harry Potter and the Prisoner of Azkaban,The Firebolt,seamus finnigan,"Yeah, let's see.",male,2004
5745,Harry Potter and the Prisoner of Azkaban,The Firebolt,hermione granger,"How fast is it, Harry?",female,2004
5746,Harry Potter and the Chamber of Secrets,In a cage,harry potter,"I can't let you out, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon…",male,2002
5747,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,Harry Potter!,male,2002
5748,Harry Potter and the Chamber of Secrets,In a cage,harry potter,Now you've done it.,male,2002
5749,Harry Potter and the Chamber of Secrets,In a cage,petunia dursley,He's in there. Vernon…,female,2002
5750,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"I'm warning you, if you can't control that bloody bird it'll have to go.",male,2002
5751,Harry Potter and the Chamber of Secrets,In a cage,harry potter,But she's bored! If I could only let outonly let out for an hour or two.,male,2002
5752,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"Huh, huh! So you could send secret messages to you freaky little friends. No, sir!",male,2002
5753,Harry Potter and the Chamber of Secrets,In a cage,harry potter,But I haven't had any messages from any of my friends… not one… all summer.,male,2002
5754,Harry Potter and the Chamber of Secrets,In a cage,dudley dursley,Who'd want to be friends with you?,male,2002
5755,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"I should think you'd be a little more grateful. We've raised you since you were a baby, given you the food off our table, even let you have Dudley's second bedroom, purely out of the goodness of our hearts.",male,2002
5756,Harry Potter and the Chamber of Secrets,In a cage,petunia dursley,"Not now, Bopkins. For when the Masons arrive.",female,2002
5757,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"Which should be any minute! Ahem…Now let's go over our schedule once again, shall we? Petunia when the Masons arrive you will be…?",male,2002
5758,Harry Potter and the Chamber of Secrets,In a cage,petunia dursley,"…in the lounge, waiting to welcome them graciously into our home.",female,2002
5759,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"Good! And- and Dudley, you will be…?",male,2002
5760,Harry Potter and the Chamber of Secrets,In a cage,dudley dursley,I'll be waiting to open the door!,male,2002
5761,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,Excellent! …And you…?,male,2002
5762,Harry Potter and the Chamber of Secrets,In a cage,harry potter,"I'll be in my bedroom, making no noise and pretending that I don't exist.",male,2002
5763,Harry Potter and the Chamber of Secrets,In a cage,vernon dursley,"Too right, you will. With any luck, this could well be the day I make the biggest deal of my career. And you will not mess it up!",male,2002
5764,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,Mr. and Mrs. Mason! Do come in!,male,2002
5765,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha! Harry Potter! Such an honor it is!",male,2002
5766,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Who are you?,male,2002
5767,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Dobby sir, Dobby the house elf.",male,2002
5768,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom.",male,2002
5769,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Oh, oh yes, sir! Dobby understands! It's just that, Dobby has come to tell you- it is difficult, sir- Dobby wonders where to begin?",male,2002
5770,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Why don't you sit down?,male,2002
5771,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"S-sit down? S-sit- sit down? Oh, oh, ho. Oh, ho, ho… Oh, ho, ho. Ohh, ho, hoo…",male,2002
5772,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything.",male,2002
5773,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Offend Dobby? Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal.",male,2002
5774,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,You can't have met many decent wizards then.,male,2002
5775,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"No, I haven't. That was an awful thing to say. Bad Dobby!",male,2002
5776,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Stop, Dobby!",male,2002
5777,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Bad Dobby!,male,2002
5778,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby, shh!",male,2002
5779,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Baaad Dobby!,male,2002
5780,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby, please stop!",male,2002
5781,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,"Ohh, don't mind that! It's just the cat.",male,2002
5782,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Bad Dobby. Bad Dobby!,male,2002
5783,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Stop! Stop, Dobby. Please be quiet! Are you all right?",male,2002
5784,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Dobby had to punish himself, sir. Dobby almost spoke ill of his family, sir.",male,2002
5785,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Your family?,male,2002
5786,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was here…ooh… But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen.",male,2002
5787,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,What terrible things? Who's plotting them?,male,2002
5788,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Ooo… er… can't… say… argh...,male,2002
5789,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Ok– I- understand. You can't- say.,male,2002
5790,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Don't make me talk, I— Errr…",male,2002
5791,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby! Dobby, put the lamp down.",male,2002
5792,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Bad Dobby.,male,2002
5793,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,So when they arrive at the ninth hole…,male,2002
5794,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Give me the lamp! Dobby stop!,male,2002
5795,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Let me go!,male,2002
5796,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Get in there, and keep quiet!",male,2002
5797,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,What the devil are you doing up here?,male,2002
5798,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,I- I was just—,male,2002
5799,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,You just ruined the punch line of my Japanese golfer joke!,male,2002
5800,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,Sorry.,male,2002
5801,Harry Potter and the Chamber of Secrets,Dobby's warning,vernon dursley,"One more sound, and you'll wish you'd never been born, boy! And fix that door!",male,2002
5802,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Yes, sir… See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!",male,2002
5803,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,Friends who don't even write to Harry Potter?,male,2002
5804,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Well, I expect they've… been- hang on- how do you know my friends haven't been writing to me?",male,2002
5805,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,"Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",male,2002
5806,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Give me those, now!",male,2002
5807,Harry Potter and the Chamber of Secrets,Dobby's warning,dobby,No! Ahh! Ooh…,male,2002
5808,Harry Potter and the Chamber of Secrets,Dobby's warning,harry potter,"Dobby, get back here!",male,2002
